loan_id,issue_date,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,fico_score,revol_util,total_pymnt,loan_status
26094,2017-09-01,20000,20000,60 months,25.9,597.63,F,8 years,RENT,62880,medical,OH,33.24,830,27.49,27671.61,0
26095,2018-11-01,15000,15000,36 months,12.61,502.6,C,10+ years,RENT,109535,home_improvement,TX,14.07,797,20.17,19564.35,0
26096,2016-08-01,30000,30000,36 months,18.38,1090.3,D,4 years,MORTGAGE,60723,major_purchase,NY,22.64,787,74.93,36854.78,0
26097,2017-12-01,15000,15000,60 months,15.91,364.05,C,1 year,MORTGAGE,39678,major_purchase,MI,41.68,723,20.8,18760.01,0
26098,2018-11-01,25000,25000,36 months,24.76,990.83,F,6 years,MORTGAGE,111816,credit_card,GA,30.76,774,64.78,4780.6,1
26099,2017-07-01,10000,10000,36 months,9.35,319.63,B,1 year,RENT,80142,major_purchase,MI,29.79,710,12.28,11105.56,0
26100,2017-07-01,5000,5000,60 months,11.06,108.86,B,7 years,MORTGAGE,32448,debt_consolidation,FL,29.17,663,19.9,6828.94,0
26101,2017-11-01,10000,10000,36 months,11.09,327.81,B,7 years,MORTGAGE,46636,major_purchase,NC,17.46,695,46.36,11073.26,0
26102,2016-09-01,20000,20000,60 months,21.6,547.84,E,6 years,RENT,72858,credit_card,CA,44.04,662,62.38,4952.64,1
26103,2018-09-01,25000,25000,60 months,15.49,601.2,C,6 years,RENT,58861,other,PA,35.92,757,21.25,32416.1,0
26104,2018-09-01,10000,10000,36 months,10.23,323.75,B,8 years,RENT,26776,major_purchase,OH,37.3,608,62.5,11768.36,0
26105,2017-12-01,5000,5000,36 months,15.53,174.63,C,4 years,OWN,54476,credit_card,IL,30.2,707,43.28,5996.12,0
26106,2017-08-01,15000,15000,36 months,7.72,468.11,A,6 years,MORTGAGE,32683,debt_consolidation,TX,5.38,637,51.68,20801.73,0
26107,2017-03-01,30000,30000,36 months,6.05,913.34,A,8 years,MORTGAGE,50924,medical,NC,24.19,803,44.29,37217.58,0
26108,2016-04-01,15000,15000,60 months,10.12,319.59,B,8 years,OWN,22475,medical,CA,32.3,655,33.14,16977.92,0
26109,2016-04-01,10000,10000,36 months,12.95,336.7,C,6 years,MORTGAGE,28723,credit_card,CA,34.83,699,59.51,12009.07,0
26110,2017-12-01,20000,20000,36 months,19.55,738.69,D,7 years,RENT,172677,debt_consolidation,IL,31.64,708,39.34,24327.05,0
26111,2015-07-01,15000,15000,60 months,23.66,428.56,E,4 years,MORTGAGE,37958,credit_card,OH,19.26,727,40.42,3879.89,1
26112,2015-07-01,20000,20000,36 months,24.95,794.67,F,7 years,MORTGAGE,95613,debt_consolidation,OH,18.38,731,29.09,23429.11,0
26113,2018-06-01,5000,5000,36 months,8.93,158.84,B,6 years,OWN,45455,credit_card,MI,17.05,830,12.87,6650.65,0
26114,2017-03-01,15000,15000,60 months,16.29,367.09,D,< 1 year,MORTGAGE,23819,debt_consolidation,CA,6.31,690,67.5,17424.95,0
26115,2017-07-01,5000,5000,36 months,6.88,154.11,A,2 years,MORTGAGE,25642,debt_consolidation,TX,38.99,605,3.72,6754.15,0
26116,2017-05-01,20000,20000,36 months,6.15,609.8,A,8 years,MORTGAGE,30461,small_business,IL,40.28,847,25.88,26107.58,0
26117,2018-09-01,25000,25000,60 months,7.93,506.07,A,2 years,RENT,177626,debt_consolidation,TX,27.7,593,20.26,32437.49,0
26118,2016-05-01,5000,5000,36 months,10.29,162.02,B,8 years,RENT,42673,other,GA,21.89,741,34.3,5716.54,0
26119,2015-02-01,5000,5000,60 months,9.76,105.65,B,6 years,MORTGAGE,54646,debt_consolidation,IL,17.78,593,70.69,6921.21,0
26120,2016-07-01,15000,15000,60 months,11.49,329.81,B,5 years,OWN,73796,small_business,CA,32.55,833,15.72,18042.95,0
26121,2015-03-01,25000,25000,36 months,12.36,834.66,C,5 years,RENT,66353,debt_consolidation,PA,7.03,770,33.75,34765.62,0
26122,2017-08-01,10000,10000,60 months,10.34,214.15,B,9 years,OWN,82371,debt_consolidation,TX,11.43,802,45.16,13140.29,0
26123,2016-11-01,20000,20000,36 months,12.39,668.02,C,6 years,MORTGAGE,35765,credit_card,IL,42.72,728,3.33,25367.64,0
26124,2017-12-01,10000,10000,60 months,8.49,205.12,B,10+ years,MORTGAGE,24093,medical,GA,25.68,743,18.46,12890.89,0
26125,2017-10-01,20000,20000,36 months,5.41,603.11,A,< 1 year,RENT,27813,credit_card,IL,22.33,600,15.21,22533.71,0
26126,2016-04-01,10000,10000,36 months,7.89,312.86,A,2 years,MORTGAGE,19552,medical,GA,19.07,716,21.66,12210.35,0
26127,2018-09-01,10000,10000,36 months,9.48,320.24,B,8 years,MORTGAGE,35878,debt_consolidation,IL,16.37,762,44.37,12798.37,0
26128,2017-09-01,20000,20000,36 months,5.05,599.87,A,5 years,MORTGAGE,15000,major_purchase,PA,25.07,685,17.29,26915.16,0
26129,2017-12-01,20000,20000,36 months,15.31,696.35,C,7 years,MORTGAGE,75717,debt_consolidation,NY,24.55,583,11.18,23406.01,0
26130,2017-05-01,15000,15000,36 months,16.85,533.67,D,9 years,RENT,69096,credit_card,OH,28.22,624,1.89,18513.5,0
26131,2016-06-01,10000,10000,36 months,9.44,320.05,B,9 years,RENT,27302,debt_consolidation,IL,39.75,667,74.22,2879.23,1
26132,2015-06-01,30000,30000,36 months,11.73,992.57,B,5 years,OWN,21458,major_purchase,GA,22.23,749,13.7,36121.83,0
26133,2018-02-01,5000,5000,60 months,20.47,133.78,E,6 years,RENT,122608,home_improvement,CA,23.7,659,18.98,6918.59,0
26134,2018-10-01,15000,15000,36 months,9.43,480.0,B,8 years,RENT,87543,credit_card,MI,43.52,816,16.59,18494.7,0
26135,2016-02-01,15000,15000,60 months,6.27,291.88,A,6 years,MORTGAGE,42006,medical,PA,17.72,746,45.58,17999.17,0
26136,2016-01-01,10000,10000,36 months,15.91,351.13,C,1 year,RENT,32693,credit_card,NY,29.46,603,55.06,12718.79,0
26137,2016-01-01,25000,25000,36 months,13.6,849.59,C,8 years,RENT,50152,debt_consolidation,NY,17.15,662,21.45,27983.86,0
26138,2017-12-01,5000,5000,60 months,12.19,111.7,C,8 years,MORTGAGE,20649,home_improvement,NY,33.72,722,67.02,5560.21,0
26139,2018-04-01,25000,25000,36 months,18.64,911.86,D,5 years,RENT,58441,medical,OH,37.0,758,36.06,28673.83,0
26140,2018-10-01,10000,10000,60 months,5.14,189.35,A,7 years,MORTGAGE,23830,debt_consolidation,IL,42.47,582,34.87,12747.22,0
26141,2017-04-01,5000,5000,36 months,11.9,165.83,B,< 1 year,RENT,15000,home_improvement,PA,12.19,684,31.68,6414.13,0
26142,2018-02-01,15000,15000,60 months,8.66,308.91,B,7 years,RENT,30082,debt_consolidation,NC,29.47,623,60.27,1766.67,1
26143,2015-07-01,10000,10000,36 months,17.07,356.88,D,2 years,MORTGAGE,26660,major_purchase,TX,30.96,699,39.88,5405.75,1
26144,2017-03-01,15000,15000,36 months,20.29,559.67,E,2 years,OWN,144950,debt_consolidation,OH,43.32,806,33.07,18479.66,0
26145,2016-05-01,10000,10000,60 months,11.39,219.37,B,5 years,MORTGAGE,133896,credit_card,OH,7.31,680,49.86,12183.95,0
26146,2015-04-01,10000,10000,36 months,5.17,300.47,A,3 years,MORTGAGE,25089,other,GA,30.05,701,6.6,12815.75,0
26147,2015-12-01,20000,20000,36 months,11.37,658.28,B,8 years,MORTGAGE,46163,credit_card,GA,30.24,758,45.67,24469.51,0
26148,2015-02-01,25000,25000,36 months,5.71,757.27,A,5 years,OWN,33064,credit_card,PA,25.12,700,36.31,30703.78,0
26149,2018-12-01,20000,20000,36 months,11.78,662.19,B,4 years,RENT,147662,home_improvement,NC,7.99,784,27.39,22621.38,0
26150,2017-08-01,15000,15000,36 months,14.26,514.56,C,9 years,RENT,16446,debt_consolidation,OH,41.93,634,52.48,17576.97,0
26151,2018-03-01,20000,20000,60 months,31.67,667.73,G,4 years,OWN,64800,credit_card,NY,15.15,686,27.33,23705.79,0
26152,2017-02-01,35000,35000,60 months,8.88,724.51,B,6 years,OWN,105534,other,GA,17.59,743,8.55,46830.31,0
26153,2015-10-01,10000,10000,60 months,11.31,218.97,B,5 years,MORTGAGE,35333,debt_consolidation,IL,37.85,822,61.4,13460.6,0
26154,2017-12-01,5000,5000,60 months,7.07,99.17,A,10+ years,MORTGAGE,49720,other,OH,36.86,648,8.72,6486.06,0
26155,2017-05-01,20000,20000,36 months,7.57,622.77,A,9 years,RENT,92213,home_improvement,NY,8.36,605,42.98,25516.71,0
26156,2018-03-01,10000,10000,60 months,5.99,193.28,A,8 years,MORTGAGE,25231,credit_card,NC,42.73,604,46.67,11962.7,0
26157,2018-12-01,10000,10000,36 months,18.18,362.43,D,8 years,MORTGAGE,71820,major_purchase,TX,28.21,585,80.98,11423.25,0
26158,2015-01-01,30000,30000,60 months,5.29,570.13,A,9 years,RENT,19359,other,CA,13.27,657,53.15,33632.94,0
26159,2016-12-01,10000,10000,60 months,29.18,318.52,G,9 years,RENT,18822,credit_card,NC,10.42,602,27.62,11143.76,0
26160,2015-08-01,5000,5000,60 months,12.48,112.44,C,9 years,MORTGAGE,81663,other,NC,24.39,583,49.46,6562.76,0
26161,2017-01-01,5000,5000,36 months,15.82,175.34,C,10+ years,OTHER,27441,major_purchase,IL,16.02,826,19.15,6929.44,0
26162,2018-07-01,25000,25000,36 months,10.41,811.5,B,3 years,MORTGAGE,54589,major_purchase,NC,9.91,737,38.17,29740.17,0
26163,2017-12-01,25000,25000,36 months,17.58,898.55,D,< 1 year,RENT,24176,home_improvement,FL,24.66,594,44.94,30311.07,0
26164,2018-12-01,15000,15000,36 months,13.6,509.76,C,< 1 year,MORTGAGE,58009,medical,NY,25.92,758,30.99,16805.25,0
26165,2017-11-01,10000,10000,60 months,8.26,204.01,B,4 years,MORTGAGE,18115,small_business,MI,24.14,804,46.2,12452.53,0
26166,2017-04-01,25000,25000,60 months,10.43,536.48,B,4 years,OWN,106657,credit_card,GA,16.77,840,44.82,30999.0,0
26167,2017-07-01,5000,5000,60 months,26.6,151.48,F,3 years,OTHER,79861,other,FL,43.31,607,52.45,1634.39,1
26168,2015-07-01,5000,5000,60 months,11.93,111.05,B,3 years,MORTGAGE,34174,credit_card,IL,24.21,711,10.73,6587.88,0
26169,2015-12-01,5000,5000,60 months,11.75,110.59,B,1 year,MORTGAGE,16029,debt_consolidation,GA,32.0,708,50.26,5563.58,0
26170,2017-02-01,5000,5000,36 months,11.02,163.74,B,8 years,OWN,43355,medical,TX,13.57,690,15.1,6000.3,0
26171,2016-08-01,15000,15000,36 months,7.63,467.49,A,7 years,RENT,39537,home_improvement,GA,22.3,692,48.6,20354.91,0
26172,2017-12-01,10000,10000,36 months,5.94,303.95,A,5 years,MORTGAGE,35361,medical,CA,24.74,804,56.22,11949.38,0
26173,2017-02-01,10000,10000,60 months,6.24,194.45,A,8 years,OTHER,92076,medical,FL,17.33,583,37.8,11367.54,0
26174,2015-07-01,15000,15000,36 months,19.59,554.33,D,9 years,MORTGAGE,101530,credit_card,NC,30.89,794,79.53,5874.11,1
26175,2015-08-01,15000,15000,36 months,9.71,481.97,B,6 years,RENT,63356,medical,MI,15.09,686,47.05,20037.87,0
26176,2018-09-01,10000,10000,36 months,17.42,358.62,D,1 year,RENT,119892,home_improvement,MI,12.23,796,18.67,13128.16,0
26177,2017-04-01,35000,35000,36 months,16.15,1233.09,D,2 years,RENT,15000,debt_consolidation,MI,40.58,664,62.95,48234.98,0
26178,2015-03-01,5000,5000,36 months,6.08,152.29,A,2 years,OWN,40845,debt_consolidation,MI,44.9,727,64.5,5848.4,0
26179,2018-01-01,20000,20000,36 months,15.93,702.45,C,8 years,RENT,39693,debt_consolidation,OH,41.19,777,49.89,4874.53,1
26180,2015-03-01,30000,30000,36 months,17.79,1081.41,D,7 years,MORTGAGE,81247,debt_consolidation,CA,34.91,837,9.6,38618.28,0
26181,2017-09-01,5000,5000,36 months,12.07,166.24,C,10+ years,MORTGAGE,40495,other,OH,14.52,617,55.94,5555.45,0
26182,2015-08-01,20000,20000,36 months,14.25,685.98,C,8 years,RENT,68408,major_purchase,NY,8.92,721,88.2,3442.55,1
26183,2016-04-01,25000,25000,60 months,20.0,662.35,D,6 years,MORTGAGE,36718,credit_card,NC,39.33,618,7.98,28442.08,0
26184,2015-09-01,5000,5000,36 months,5.01,149.88,A,5 years,OWN,32714,credit_card,OH,5.6,807,89.75,6964.33,0
26185,2017-09-01,20000,20000,36 months,16.74,710.47,D,6 years,MORTGAGE,79272,major_purchase,IL,22.97,715,20.58,2144.21,1
26186,2015-04-01,25000,25000,36 months,10.63,814.09,B,4 years,RENT,48966,credit_card,NC,6.65,695,25.33,27576.35,0
26187,2016-02-01,5000,5000,36 months,15.88,175.49,C,3 years,RENT,58939,medical,CA,5.26,803,34.52,5986.36,0
26188,2018-01-01,5000,5000,60 months,10.82,108.26,B,7 years,MORTGAGE,23291,medical,FL,27.36,591,38.57,6574.67,0
26189,2017-12-01,15000,15000,60 months,20.67,403.02,E,4 years,MORTGAGE,73622,credit_card,GA,19.19,744,36.8,17928.69,0
26190,2017-07-01,20000,20000,36 months,13.18,675.61,C,7 years,MORTGAGE,25687,credit_card,OH,34.08,753,48.4,24832.91,0
26191,2017-07-01,15000,15000,36 months,12.57,502.31,C,8 years,RENT,137022,debt_consolidation,IL,36.82,606,52.46,4747.68,1
26192,2017-06-01,25000,25000,36 months,18.12,905.32,D,5 years,MORTGAGE,42028,other,GA,42.4,617,96.59,7565.55,1
26193,2015-10-01,25000,25000,36 months,21.73,951.27,E,3 years,OTHER,38237,credit_card,FL,30.32,786,11.98,34175.13,0
26194,2018-09-01,10000,10000,36 months,19.93,371.28,D,6 years,MORTGAGE,83726,home_improvement,NC,37.25,714,33.26,11882.85,0
26195,2018-04-01,5000,5000,60 months,6.96,98.91,A,9 years,OWN,47523,debt_consolidation,TX,10.75,781,58.36,6937.25,0
26196,2016-04-01,10000,10000,36 months,20.28,373.06,E,8 years,OWN,75395,home_improvement,PA,22.25,686,54.06,4360.48,1
26197,2018-11-01,10000,10000,36 months,15.38,348.52,C,6 years,RENT,40972,debt_consolidation,OH,19.83,692,51.85,11134.25,0
26198,2016-03-01,25000,25000,60 months,13.11,570.24,C,6 years,MORTGAGE,75215,major_purchase,NY,31.58,698,53.99,31467.5,0
26199,2017-06-01,15000,15000,36 months,26.89,611.49,F,10+ years,OTHER,46823,debt_consolidation,NY,19.51,666,76.51,1699.55,1
26200,2015-08-01,20000,20000,60 months,9.9,423.96,B,8 years,MORTGAGE,82463,medical,NY,19.4,761,68.57,26410.99,0
26201,2018-02-01,25000,25000,36 months,10.54,813.03,B,10+ years,MORTGAGE,97777,other,IL,10.47,722,8.37,34200.62,0
26202,2017-09-01,25000,25000,36 months,12.74,839.22,C,8 years,MORTGAGE,18944,other,CA,39.46,828,25.96,28679.86,0
26203,2015-04-01,20000,20000,60 months,17.48,502.23,D,3 years,RENT,60759,debt_consolidation,FL,40.45,787,27.82,23080.5,0
26204,2016-09-01,20000,20000,36 months,10.8,652.88,B,7 years,MORTGAGE,146940,debt_consolidation,PA,30.41,707,58.18,26623.43,0
26205,2017-02-01,20000,20000,36 months,16.0,703.14,C,10+ years,RENT,71016,credit_card,PA,43.13,840,41.69,11430.59,1
26206,2016-12-01,20000,20000,36 months,14.18,685.3,C,< 1 year,MORTGAGE,211734,credit_card,TX,10.53,781,67.61,23032.1,0
26207,2016-09-01,30000,30000,36 months,12.74,1007.07,C,2 years,RENT,28087,credit_card,GA,22.1,586,30.38,41807.16,0
26208,2018-03-01,5000,5000,60 months,21.45,136.54,E,5 years,OWN,57223,home_improvement,NY,29.54,606,12.09,2014.53,1
26209,2017-01-01,10000,10000,60 months,6.98,197.92,A,2 years,MORTGAGE,65682,debt_consolidation,GA,31.35,618,43.48,11344.37,0
26210,2016-08-01,5000,5000,36 months,17.75,180.14,D,< 1 year,MORTGAGE,35734,credit_card,MI,9.77,745,27.7,1231.1,1
26211,2018-10-01,25000,25000,60 months,16.77,618.23,D,< 1 year,MORTGAGE,23356,credit_card,FL,11.89,826,23.99,14716.51,1
26212,2017-12-01,15000,15000,36 months,10.46,487.25,B,6 years,MORTGAGE,180211,major_purchase,NY,15.41,681,22.61,20214.27,0
26213,2018-06-01,25000,25000,60 months,11.0,543.56,B,< 1 year,MORTGAGE,96117,home_improvement,FL,9.82,615,78.92,29342.05,0
26214,2018-02-01,20000,20000,36 months,7.53,622.4,A,7 years,MORTGAGE,68509,credit_card,FL,24.92,743,78.81,26656.24,0
26215,2017-10-01,5000,5000,36 months,17.94,180.61,D,5 years,OWN,50449,medical,OH,10.08,806,69.34,1178.5,1
26216,2018-11-01,5000,5000,60 months,9.74,105.6,B,2 years,RENT,53328,major_purchase,PA,22.69,739,69.88,5626.53,0
26217,2017-01-01,5000,5000,60 months,11.12,109.01,B,7 years,RENT,71454,credit_card,IL,28.96,721,11.42,6907.09,0
26218,2018-04-01,10000,10000,60 months,8.91,207.15,B,4 years,MORTGAGE,116472,medical,TX,20.76,754,42.83,12120.35,0
26219,2015-06-01,30000,30000,36 months,13.36,1016.03,C,5 years,MORTGAGE,32075,credit_card,MI,6.49,692,80.46,37458.87,0
26220,2018-10-01,25000,25000,60 months,18.77,645.35,D,7 years,MORTGAGE,52228,other,TX,35.5,835,52.89,29784.11,0
26221,2016-08-01,10000,10000,36 months,19.55,369.35,D,6 years,MORTGAGE,39261,other,FL,35.21,706,65.97,13712.7,0
26222,2018-03-01,10000,10000,36 months,8.29,314.7,B,6 years,MORTGAGE,26000,credit_card,TX,39.94,641,52.95,13662.97,0
26223,2017-10-01,20000,20000,60 months,19.45,523.78,D,5 years,RENT,33920,credit_card,OH,25.28,643,59.34,25471.76,0
26224,2015-10-01,30000,30000,60 months,19.69,789.65,D,5 years,MORTGAGE,55813,home_improvement,IL,7.87,776,26.13,40848.04,0
26225,2017-10-01,25000,25000,60 months,9.3,522.61,B,1 year,OWN,40962,debt_consolidation,NY,40.45,677,21.9,34367.68,0
26226,2018-08-01,30000,30000,36 months,5.16,901.28,A,9 years,MORTGAGE,49829,major_purchase,OH,32.76,703,41.91,41035.12,0
26227,2016-09-01,5000,5000,36 months,22.44,192.09,E,6 years,MORTGAGE,75718,debt_consolidation,GA,32.38,656,56.55,5867.58,0
26228,2016-05-01,35000,35000,36 months,19.18,1286.15,D,1 year,MORTGAGE,98031,home_improvement,FL,7.64,620,58.47,43370.72,0
26229,2018-08-01,10000,10000,60 months,14.93,237.53,C,2 years,RENT,240935,debt_consolidation,NY,11.11,667,34.72,13851.15,0
26230,2015-11-01,10000,10000,36 months,6.65,307.17,A,2 years,MORTGAGE,77866,debt_consolidation,CA,32.41,683,6.17,11519.83,0
26231,2018-01-01,20000,20000,36 months,21.33,756.89,E,7 years,RENT,33855,debt_consolidation,MI,43.89,600,35.61,23363.79,0
26232,2016-11-01,25000,25000,36 months,13.47,848.02,C,< 1 year,RENT,95000,debt_consolidation,CA,13.48,842,24.08,34297.25,0
26233,2018-07-01,10000,10000,60 months,22.38,278.35,E,6 years,RENT,40508,home_improvement,FL,11.56,618,43.15,1635.61,1
26234,2018-03-01,20000,20000,36 months,29.55,844.11,G,2 years,OWN,32224,major_purchase,IL,13.67,736,45.81,4040.26,1
26235,2016-06-01,30000,30000,36 months,24.25,1180.93,F,2 years,MORTGAGE,71231,credit_card,TX,19.86,834,46.26,11504.05,1
26236,2017-11-01,15000,15000,60 months,20.82,404.28,E,6 years,MORTGAGE,114490,small_business,TX,31.12,812,52.35,8746.97,1
26237,2016-04-01,20000,20000,36 months,5.29,602.03,A,9 years,RENT,34087,credit_card,FL,17.71,691,34.97,3454.45,1
26238,2015-08-01,20000,20000,60 months,22.0,552.38,E,2 years,RENT,59233,debt_consolidation,NC,38.73,780,15.66,23994.16,0
26239,2015-07-01,5000,5000,36 months,7.87,156.38,A,9 years,OTHER,64460,other,NC,24.49,634,72.44,5674.02,0
26240,2016-09-01,20000,20000,36 months,21.57,759.37,E,10+ years,RENT,27746,home_improvement,TX,23.04,678,13.28,4101.03,1
26241,2018-07-01,10000,10000,36 months,9.9,322.2,B,6 years,RENT,20767,debt_consolidation,PA,7.38,743,61.72,12725.37,0
26242,2017-10-01,35000,35000,60 months,14.08,815.84,C,8 years,RENT,21126,debt_consolidation,NY,41.55,840,26.28,43531.39,0
26243,2017-10-01,10000,10000,36 months,6.17,304.99,A,6 years,MORTGAGE,105589,debt_consolidation,NY,40.15,769,8.6,12465.39,0
26244,2018-12-01,15000,15000,36 months,17.64,539.58,D,< 1 year,RENT,37111,other,NY,17.55,745,48.82,17466.22,0
26245,2018-04-01,25000,25000,36 months,6.72,768.73,A,3 years,RENT,33584,major_purchase,IL,40.24,626,48.6,5251.0,1
26246,2018-10-01,10000,10000,36 months,9.06,318.28,B,2 years,OWN,59341,debt_consolidation,OH,43.08,581,57.69,11646.08,0
26247,2017-01-01,15000,15000,36 months,23.69,586.05,E,4 years,RENT,106989,debt_consolidation,TX,39.23,669,38.08,8934.49,1
26248,2015-04-01,5000,5000,60 months,19.65,131.5,D,7 years,RENT,24371,debt_consolidation,PA,11.38,596,24.89,857.44,1
26249,2018-01-01,20000,20000,60 months,6.06,387.21,A,10+ years,MORTGAGE,15789,debt_consolidation,OH,37.93,778,11.63,22821.2,0
26250,2017-09-01,5000,5000,36 months,8.99,158.98,B,7 years,RENT,118817,debt_consolidation,FL,11.59,672,28.58,6331.86,0
26251,2018-01-01,20000,20000,60 months,6.84,394.52,A,1 year,OWN,66721,credit_card,CA,41.24,736,39.88,27821.69,0
26252,2016-03-01,5000,5000,60 months,17.37,125.26,D,9 years,RENT,25754,debt_consolidation,FL,37.92,599,8.87,6368.58,0
26253,2018-06-01,5000,5000,36 months,28.67,208.63,G,3 years,RENT,37684,home_improvement,FL,40.19,831,26.13,900.71,1
26254,2015-05-01,20000,20000,60 months,19.75,527.1,D,6 years,MORTGAGE,26865,debt_consolidation,IL,32.77,792,55.47,22333.11,0
26255,2018-08-01,10000,10000,60 months,9.33,209.19,B,2 years,OTHER,71967,credit_card,GA,30.02,603,45.7,11218.69,0
26256,2016-09-01,10000,10000,36 months,10.9,326.91,B,2 years,MORTGAGE,90553,credit_card,NC,6.18,728,42.29,11715.31,0
26257,2015-11-01,10000,10000,36 months,29.38,421.13,G,< 1 year,OWN,73245,debt_consolidation,FL,17.26,678,47.95,12192.37,0
26258,2017-02-01,20000,20000,36 months,10.75,652.41,B,7 years,RENT,54168,debt_consolidation,FL,41.01,642,44.95,23642.7,0
26259,2017-06-01,15000,15000,36 months,15.71,525.21,C,7 years,MORTGAGE,61504,home_improvement,TX,28.22,814,17.68,18239.57,0
26260,2016-01-01,5000,5000,36 months,9.86,161.01,B,10+ years,RENT,31413,debt_consolidation,TX,41.9,624,28.35,5945.41,0
26261,2017-11-01,20000,20000,36 months,16.96,712.66,D,7 years,MORTGAGE,37552,credit_card,IL,9.96,678,11.29,25871.93,0
26262,2018-03-01,25000,25000,60 months,22.56,698.46,E,2 years,RENT,49197,debt_consolidation,OH,6.17,770,60.75,34849.33,0
26263,2018-01-01,10000,10000,60 months,9.61,210.56,B,2 years,OWN,41522,major_purchase,PA,44.19,793,49.45,13126.61,0
26264,2018-08-01,10000,10000,36 months,19.34,368.28,D,2 years,OWN,49037,other,PA,37.94,749,73.8,1028.44,1
26265,2017-08-01,25000,25000,60 months,12.95,568.19,C,1 year,RENT,18572,credit_card,PA,32.99,664,7.15,34222.73,0
26266,2017-05-01,15000,15000,36 months,10.9,490.37,B,9 years,RENT,83178,medical,CA,34.92,716,34.82,19727.03,0
26267,2016-06-01,10000,10000,36 months,8.48,315.58,B,10+ years,RENT,25763,home_improvement,NY,10.34,837,82.72,11505.38,0
26268,2016-03-01,10000,10000,36 months,14.37,343.58,C,7 years,OWN,15000,major_purchase,MI,11.2,835,15.79,4269.52,1
26269,2018-06-01,35000,35000,60 months,7.35,698.84,A,5 years,RENT,31914,credit_card,NC,38.52,809,57.32,48418.88,0
26270,2018-08-01,15000,15000,36 months,23.83,587.15,E,8 years,MORTGAGE,43071,other,CA,11.19,838,45.45,8316.09,1
26271,2016-06-01,20000,20000,36 months,7.09,618.37,A,3 years,MORTGAGE,164489,credit_card,FL,16.59,818,42.94,23360.18,0
26272,2016-09-01,10000,10000,60 months,6.52,195.76,A,5 years,MORTGAGE,36559,medical,PA,11.17,663,19.45,11713.8,0
26273,2017-08-01,15000,15000,60 months,10.18,320.04,B,< 1 year,MORTGAGE,55594,medical,CA,11.82,734,50.79,1846.59,1
26274,2015-03-01,30000,30000,36 months,7.9,938.71,A,7 years,RENT,59421,credit_card,MI,16.45,743,6.87,37640.71,0
26275,2018-06-01,5000,5000,60 months,14.87,118.61,C,7 years,RENT,19753,medical,TX,27.28,617,11.83,5628.89,0
